year,gender,city,cancer,年齡標準化發生率WHO2000世界標準人口(每10萬人口),cancercount,ageavg,agemedium,grossrate(10million),cid,gid
1985,男,苗栗縣,白血病,2.94,7,35.29,19,2.44,M,M
1985,男,彰化縣,白血病,3.91,24,31.58,28.5,3.8,N,M
1985,男,南投縣,白血病,1.72,5,27.2,33,1.79,O,M
1985,男,雲林縣,白血病,4.14,16,36.13,31,3.88,P,M
1985,男,嘉義縣,白血病,1.06,3,18.67,9,1,Q,M
1985,男,屏東縣,白血病,2.63,12,26.67,24,2.53,R,M
1985,男,花蓮縣,白血病,4.06,8,30.25,21.5,4.07,T,M
1985,男,台東縣,白血病,5.03,6,26.83,9,3.92,U,M
1985,女,台閩地區,白血病,2.05,186,27.79,23,2,V,F
1985,女,台北市,白血病,2.39,28,33.64,31,2.28,B,F
1985,女,台中市,白血病,1.86,15,34.53,30,1.7,C,F
1985,女,台南市,白血病,0.98,9,15.44,19,1.14,D,F
1985,女,高雄市,白血病,2.74,29,27.62,22,2.53,E,F
1985,女,基隆市,白血病,1.08,2,11,11,1.19,F,F
1985,女,新竹市,白血病,4.51,6,32.33,35.5,4.14,G,F
1985,女,嘉義市,白血病,2.02,2,34.5,34.5,1.62,H,F
1985,女,新北市,白血病,1.82,25,23.16,19,1.93,I,F
1985,女,桃園市,白血病,2.31,13,30.69,29,2.26,J,F
1985,女,新竹縣,白血病,1.5,3,12,7,1.73,K,F
1985,女,宜蘭縣,白血病,1.5,3,17.67,10,1.39,L,F
1985,女,苗栗縣,白血病,2.19,6,11.5,4,2.28,M,F
1985,女,彰化縣,白血病,2.42,13,38.69,38,2.2,N,F
1985,女,南投縣,白血病,2.09,5,28.6,18,1.95,O,F
1985,女,雲林縣,白血病,1.21,5,23.4,22,1.32,P,F
1985,女,嘉義縣,白血病,1.79,5,11.4,3,1.84,Q,F
1985,女,屏東縣,白血病,1.9,8,26.5,23.5,1.87,R,F
1985,女,澎湖縣,白血病,4.55,2,31,31,4.12,S,F
1985,女,花蓮縣,白血病,3.77,6,30.33,24.5,3.64,T,F
1985,女,金門縣,白血病,3.77,1,72,72,4.24,,F
1986,男,台閩地區,白血病,3.09,292,35.32,31,2.89,V,M
1986,男,台北市,白血病,4.52,54,39.2,41,4.12,B,M
1986,男,台中市,白血病,3.08,27,36,35,2.83,C,M
1986,男,台南市,白血病,2.04,15,41.47,44,1.75,D,M
1986,男,高雄市,白血病,2.32,25,37.12,43,2.01,E,M
1986,男,基隆市,白血病,4.84,8,26.13,16,4.4,F,M
1986,男,新竹市,白血病,1.51,3,44.67,63,1.88,G,M
1986,男,嘉義市,白血病,0.63,1,28,28,0.77,H,M
1986,男,新北市,白血病,3.53,46,32.63,27,3.28,I,M
1986,男,桃園市,白血病,3.83,22,32.36,26.5,3.4,J,M
1986,男,新竹縣,白血病,1.8,3,60.67,63,1.55,K,M
1986,男,宜蘭縣,白血病,3.5,8,32.88,31,3.43,L,M
1986,男,苗栗縣,白血病,2.08,6,24.5,7,2.1,M,M
1986,男,彰化縣,白血病,4.1,25,30.92,23,3.95,N,M
1986,男,南投縣,白血病,1.94,5,37.2,41,1.79,O,M
1986,男,雲林縣,白血病,4.17,15,33.64,21,3.67,P,M
1986,男,嘉義縣,白血病,1.82,6,15.33,16,2.03,Q,M
1986,男,屏東縣,白血病,1.5,7,36.86,28,1.48,R,M
1986,男,澎湖縣,白血病,4.85,3,22.67,20,5.66,S,M
1986,男,花蓮縣,白血病,3.89,8,46.5,53,4.09,T,M
1986,男,台東縣,白血病,1.93,3,54,60,1.99,U,M
1986,男,金門縣,白血病,4.8,1,56,56,4.06,,M
1986,女,台閩地區,白血病,2.42,223,27.75,22,2.37,V,F
1986,女,台北市,白血病,4.1,45,35.71,30,3.56,B,F
1986,女,台中市,白血病,2.22,21,25.55,19.5,2.32,C,F
1986,女,台南市,白血病,1.19,11,22.8,21,1.39,D,F
1986,女,高雄市,白血病,2.2,25,23.84,22,2.16,E,F
1986,女,基隆市,白血病,1.63,3,25.33,26,1.79,F,F
1986,女,新竹市,白血病,0.57,1,5,5,0.68,G,F
1986,女,嘉義市,白血病,2.24,3,33.33,25,2.42,H,F
1986,女,新北市,白血病,2.62,32,26.34,19.5,2.41,I,F
1986,女,桃園市,白血病,3.87,20,30.55,27.5,3.41,J,F
1986,女,新竹縣,白血病,1.93,4,15.25,16,2.31,K,F
1986,女,宜蘭縣,白血病,2.15,4,30.5,27.5,1.86,L,F
1986,女,苗栗縣,白血病,2.16,6,17,9,2.29,M,F
1986,女,彰化縣,白血病,2.09,12,36.92,41,2.02,N,F
1986,女,南投縣,白血病,2.8,8,10,9.5,3.13,O,F
1986,女,雲林縣,白血病,2.99,12,29.82,26,3.2,P,F
1986,女,嘉義縣,白血病,1.38,4,27,17.5,1.49,Q,F
1986,女,屏東縣,白血病,1.37,6,14.17,8,1.41,R,F
1986,女,澎湖縣,白血病,1.79,1,14,14,2.09,S,F
1986,女,花蓮縣,白血病,2.06,3,37.33,47,1.83,T,F
1986,女,台東縣,白血病,1.5,2,37,37,1.64,U,F
1987,男,台閩地區,白血病,3.54,342,34.49,31,3.35,V,M
1987,男,台北市,白血病,4.77,61,43.02,46.5,4.55,B,M
1987,男,台中市,白血病,2.97,28,28.11,25.5,2.88,C,M
1987,男,台南市,白血病,3.18,26,35.92,31,3.01,D,M
1987,男,高雄市,白血病,2.91,33,34.94,31,2.63,E,M
1987,男,基隆市,白血病,5.4,9,24,18,4.96,F,M
1987,男,新竹市,白血病,2.74,5,56.2,61,3.1,G,M
1987,男,嘉義市,白血病,6.28,8,21.88,5,6.14,H,M
1987,男,新北市,白血病,3.73,50,31.18,26,3.48,I,M
1987,男,桃園市,白血病,3.59,24,32.17,29.5,3.64,J,M
1987,男,新竹縣,白血病,2.55,5,26.6,18,2.58,K,M
1987,男,宜蘭縣,白血病,1.58,4,29.25,24,1.72,L,M
1987,男,苗栗縣,白血病,2.86,8,24.5,8,2.81,M,M
1987,男,彰化縣,白血病,3.25,21,25.48,19,3.31,N,M
1987,男,南投縣,白血病,3.02,7,41.43,46,2.51,O,M
1987,男,雲林縣,白血病,4.89,19,32.68,29,4.69,P,M
1987,男,嘉義縣,白血病,3.8,10,42.4,44,3.41,Q,M
1987,男,屏東縣,白血病,1.53,7,32.86,28,1.49,R,M
1987,男,澎湖縣,白血病,1.59,1,59,59,1.92,S,M
1987,男,花蓮縣,白血病,1.87,4,48.75,52.5,2.07,T,M
1987,男,台東縣,白血病,6.34,9,47.44,50,6.08,U,M
1987,男,金門縣,白血病,10.11,2,22.5,22.5,8.42,,M
1987,女,台閩地區,白血病,2.82,248,34,32.5,2.61,V,F
1987,女,台北市,白血病,3.63,41,39.85,40,3.16,B,F
1987,女,台中市,白血病,2.85,24,30.13,28.5,2.59,C,F
1987,女,台南市,白血病,3.03,22,42,47,2.75,D,F
1987,女,高雄市,白血病,1.77,20,27.1,16.5,1.71,E,F
1987,女,基隆市,白血病,2.68,3,60,70,1.8,F,F
1987,女,新竹市,白血病,2.18,3,19.33,6,2.02,G,F
1987,女,嘉義市,白血病,1.62,2,37,37,1.61,H,F
1987,女,新北市,白血病,3.62,45,27.71,20,3.3,I,F
1987,女,桃園市,白血病,3.66,19,36.11,35.5,3.17,J,F
1987,女,新竹縣,白血病,5.75,10,27.1,13.5,5.78,K,F
1987,女,宜蘭縣,白血病,2.97,8,19.29,9,3.72,L,F
1987,女,苗栗縣,白血病,4.25,11,39.09,34,4.22,M,F
1987,女,彰化縣,白血病,2.01,11,43.73,52,1.85,N,F
1987,女,南投縣,白血病,2.03,5,43,34,1.96,O,F
1987,女,雲林縣,白血病,3.24,12,34.75,30,3.24,P,F
1987,女,嘉義縣,白血病,1.74,4,30.25,28,1.51,Q,F
1987,女,屏東縣,白血病,0.4,2,28.5,28.5,0.47,R,F
1987,女,澎湖縣,白血病,1.55,1,19,19,2.13,S,F
1987,女,花蓮縣,白血病,2.25,3,50.67,48,1.85,T,F
1987,女,台東縣,白血病,0.91,1,34,34,0.84,U,F
1987,女,金門縣,白血病,3.97,1,0,0,4.5,,F
1988,男,台閩地區,白血病,2.88,283,37.32,36,2.74,V,M
1988,男,台北市,白血病,4.67,58,44.6,46,4.26,B,M
1988,男,台中市,白血病,2.51,24,32.67,31,2.41,C,M
1988,男,台南市,白血病,3.28,27,35.78,37,3.1,D,M
1988,男,高雄市,白血病,2.63,30,39.23,40.5,2.36,E,M
1988,男,基隆市,白血病,2.06,4,44.25,47.5,2.2,F,M
1988,男,新竹市,白血病,0.52,1,27,27,0.61,G,M
1988,男,新北市,白血病,3.25,45,36.49,35,3.04,I,M
1988,男,桃園市,白血病,3.49,25,32.04,25,3.7,J,M
1988,男,新竹縣,白血病,0.68,1,45,45,0.51,K,M
1988,男,宜蘭縣,白血病,3.04,7,40.86,29,3.01,L,M
1988,男,苗栗縣,白血病,2.4,7,34,28,2.45,M,M
1988,男,彰化縣,白血病,1.7,11,36.27,28,1.73,N,M
1988,男,南投縣,白血病,3.79,10,32.9,33,3.58,O,M
1988,男,雲林縣,白血病,2.4,10,40.8,49,2.5,P,M
1988,男,嘉義縣,白血病,1.11,3,22.67,14,1.03,Q,M
1988,男,屏東縣,白血病,1.01,5,15.8,8,1.07,R,M
1988,男,澎湖縣,白血病,3.63,2,16.5,16.5,3.88,S,M
1988,男,花蓮縣,白血病,2.63,6,45,46.5,3.14,T,M
1988,男,台東縣,白血病,3.74,6,40.67,41.5,4.21,U,M
1988,女,台閩地區,白血病,2.19,199,32.41,32,2.07,V,F
1988,女,台北市,白血病,2.8,31,41.03,43,2.35,B,F
1988,女,台中市,白血病,2.56,23,29.78,32,2.43,C,F
1988,女,台南市,白血病,2.43,19,35.63,30,2.35,D,F
1988,女,高雄市,白血病,2.47,27,32.26,31,2.28,E,F
1988,女,基隆市,白血病,1.42,2,39.5,39.5,1.2,F,F
1988,女,新竹市,白血病,1.87,2,61.5,61.5,1.32,G,F
1988,女,嘉義市,白血病,2.89,3,61,59,2.4,H,F
1988,女,新北市,白血病,2.52,35,22.6,10,2.49,I,F
1988,女,桃園市,白血病,1.69,7,47.57,51,1.14,J,F
1988,女,新竹縣,白血病,1.98,4,21,14,2.3,K,F
1988,女,宜蘭縣,白血病,1.07,2,51.5,51.5,0.93,L,F
1988,女,苗栗縣,白血病,2.48,6,27.67,33,2.3,M,F
1988,女,彰化縣,白血病,1.56,10,25.3,22,1.68,N,F
1988,女,南投縣,白血病,2.32,7,27.5,14.5,2.75,O,F
1988,女,雲林縣,白血病,1.85,7,28.86,18,1.91,P,F
1988,女,嘉義縣,白血病,1.31,4,28.75,22.5,1.52,Q,F
1988,女,屏東縣,白血病,1.61,7,25.29,25,1.66,R,F
1988,女,花蓮縣,白血病,0.48,1,21,21,0.62,T,F
1988,女,台東縣,白血病,0.94,1,59,59,0.85,U,F
1989,男,台閩地區,白血病,3.49,343,35.75,34,3.29,V,M
1989,男,台北市,白血病,3.34,43,37.05,37,3.14,B,M
1989,男,台中市,白血病,2.83,28,27.54,22.5,2.76,C,M
1989,男,台南市,白血病,3.76,32,28.75,15.5,3.65,D,M
1989,男,高雄市,白血病,2.15,29,34.71,35.5,2.26,E,M
1989,男,基隆市,白血病,4.08,6,59.5,59.5,3.29,F,M
1989,男,新竹市,白血病,1.62,3,33,23,1.81,G,M
1989,男,嘉義市,白血病,3.95,5,39.8,59,3.83,H,M
1989,男,新北市,白血病,4.5,58,35.19,32.5,3.81,I,M
1989,男,桃園市,白血病,4.24,29,34.66,30,4.2,J,M
1989,男,新竹縣,白血病,3.26,6,44.5,47.5,3.06,K,M
1989,男,宜蘭縣,白血病,6.3,14,38.64,33.5,6.01,L,M
1989,男,苗栗縣,白血病,3.03,8,29.63,19.5,2.8,M,M
1989,男,彰化縣,白血病,2.6,15,38.93,36,2.35,N,M
1989,男,南投縣,白血病,3.15,10,34.22,23,3.58,O,M
1989,男,雲林縣,白血病,3.49,12,49.25,55,3.04,P,M
1989,男,嘉義縣,白血病,5.34,15,38.93,46,5.17,Q,M
1989,男,屏東縣,白血病,3.47,15,42.07,43,3.21,R,M
1989,男,花蓮縣,白血病,4.01,8,31.75,18.5,4.23,T,M
1989,男,台東縣,白血病,4.55,6,26.83,23.5,4.24,U,M
1989,女,台閩地區,白血病,2.93,269,33.69,32,2.76,V,F
1989,女,台北市,白血病,3.13,38,36.05,34.5,2.85,B,F
1989,女,台中市,白血病,1.42,15,25.86,23.5,1.56,C,F
1989,女,台南市,白血病,4.47,35,27.6,25,4.3,D,F
1989,女,高雄市,白血病,2.66,27,36.63,32,2.25,E,F
1989,女,基隆市,白血病,3.72,6,5,5,3.57,F,F
1989,女,新竹市,白血病,1.41,3,41.5,41.5,1.95,G,F
1989,女,嘉義市,白血病,1.4,2,9.5,9.5,1.59,H,F
1989,女,新北市,白血病,4.11,49,35.59,38,3.39,I,F
1989,女,桃園市,白血病,3.31,15,50,52,2.38,J,F
1989,女,新竹縣,白血病,1.99,3,61.33,59,1.71,K,F
1989,女,宜蘭縣,白血病,5.23,11,45.18,53,5.1,L,F
1989,女,苗栗縣,白血病,2.05,5,41.8,35,1.92,M,F
1989,女,彰化縣,白血病,3.38,21,35.25,30,3.51,N,F
1989,女,南投縣,白血病,1.99,5,20.2,23,1.96,O,F
1989,女,雲林縣,白血病,2.99,11,20.64,15,3.04,P,F
1989,女,嘉義縣,白血病,1.62,4,19,13,1.53,Q,F
1989,女,屏東縣,白血病,2.18,9,32.22,21,2.13,R,F
1989,女,花蓮縣,白血病,2.56,4,38,38,2.48,T,F
1989,女,台東縣,白血病,3.4,4,37.5,39,3.44,U,F
1989,女,金門縣,白血病,5.01,1,33,33,4.77,,F
1990,男,台閩地區,白血病,3.55,340,38.63,38,3.23,V,M
1990,男,台北市,白血病,4.12,48,46.23,50,3.5,B,M
1990,男,台中市,白血病,2.75,23,37.39,38,2.22,C,M
1990,男,台南市,白血病,3.99,33,38.15,37,3.73,D,M
1990,男,高雄市,白血病,2.6,30,41.43,39.5,2.32,E,M
1990,男,基隆市,白血病,4.75,9,42.33,61,4.91,F,M
1990,男,新竹市,白血病,3.08,5,33,24,2.98,G,M
1990,男,嘉義市,白血病,3.18,4,44.5,39.5,3.05,H,M
1990,男,新北市,白血病,5.42,74,37.77,35.5,4.74,I,M
1990,男,桃園市,白血病,3.65,23,40.65,49,3.25,J,M
1990,男,新竹縣,白血病,2.48,5,48,59,2.53,K,M
1990,男,宜蘭縣,白血病,5.1,11,30.18,32,4.7,L,M
1990,男,苗栗縣,白血病,2.76,7,58,67,2.44,M,M
1990,男,彰化縣,白血病,2.39,16,22.63,20,2.49,N,M
1990,男,南投縣,白血病,0.63,2,48.5,48.5,0.71,O,M
1990,男,雲林縣,白血病,3.51,13,34.23,34,3.3,P,M
1990,男,嘉義縣,白血病,5.88,16,42.88,45.5,5.52,Q,M
1990,男,屏東縣,白血病,2.19,9,24.56,33,1.92,R,M
1990,男,花蓮縣,白血病,3.16,6,28,23.5,3.16,T,M
1990,男,台東縣,白血病,4.44,5,23.8,3,3.54,U,M
1990,男,金門縣,白血病,5.55,1,24,24,4.54,,M
1990,女,台閩地區,白血病,2.39,220,34.34,32.5,2.23,V,F
1990,女,台北市,白血病,3.3,41,39,38,3.04,B,F
1990,女,台中市,白血病,2.51,23,31.74,26,2.33,C,F
1990,女,台南市,白血病,2.62,21,28.38,29,2.54,D,F
1990,女,高雄市,白血病,1.54,17,29.24,22,1.4,E,F
1990,女,基隆市,白血病,3.81,6,41.33,48.5,3.54,F,F
1990,女,新竹市,白血病,1.79,3,41.33,35,1.92,G,F
1990,女,嘉義市,白血病,1.99,2,70.5,70.5,1.58,H,F
1990,女,新北市,白血病,2.82,35,32.6,22,2.36,I,F
1990,女,桃園市,白血病,1.86,11,30.09,27,1.7,J,F
1990,女,新竹縣,白血病,1.58,3,28.33,20,1.69,K,F
1990,女,宜蘭縣,白血病,2.46,5,41.6,56,2.31,L,F
1990,女,苗栗縣,白血病,4.1,11,28.82,21,4.21,M,F
1990,女,彰化縣,白血病,1.77,10,38.8,38.5,1.66,N,F
1990,女,南投縣,白血病,1.59,4,25.5,24,1.56,O,F
1990,女,雲林縣,白血病,1.13,4,23.5,12.5,1.11,P,F
1990,女,嘉義縣,白血病,0.62,2,43.5,43.5,0.76,Q,F
1990,女,屏東縣,白血病,3.82,15,35.87,34,3.53,R,F
1990,女,澎湖縣,白血病,2.64,1,54,54,2.21,S,F
1990,女,花蓮縣,白血病,3.21,5,47.4,44,3.08,T,F
1990,女,台東縣,白血病,0.9,1,38,38,0.86,U,F
1991,男,台閩地區,白血病,3.87,382,39.54,41,3.59,V,M
1991,男,台北市,白血病,5.29,72,43.76,46,5.26,B,M
1991,男,台中市,白血病,3.67,37,28.92,25,3.51,C,M
1991,男,台南市,白血病,4.19,36,36.53,39,4.04,D,M
1991,男,高雄市,白血病,2.83,29,47.31,54,2.22,E,M
1991,男,基隆市,白血病,5.32,7,43.57,40,3.79,F,M
1991,男,新竹市,白血病,4.42,7,34.57,23,4.11,G,M
1991,男,嘉義市,白血病,2.16,3,55.67,64,2.28,H,M
1991,男,新北市,白血病,4.88,64,38.8,40,4.02,I,M
1991,男,桃園市,白血病,3.91,26,40.85,53,3.6,J,M
1991,男,新竹縣,白血病,4.28,9,57.33,63,4.5,K,M
1991,男,宜蘭縣,白血病,3.48,8,32,30,3.4,L,M
1991,男,苗栗縣,白血病,4.08,11,45.45,54,3.81,M,M
1991,男,彰化縣,白血病,2.76,17,41.76,55,2.62,N,M
1991,男,南投縣,白血病,3.22,9,38.78,34,3.19,O,M
1991,男,雲林縣,白血病,2.13,8,27,21,2.03,P,M
1991,男,嘉義縣,白血病,4.47,12,35.75,42.5,4.11,Q,M
1991,男,屏東縣,白血病,2.1,10,42,32,2.13,R,M
1991,男,澎湖縣,白血病,2.47,1,83,83,1.98,S,M
1991,男,花蓮縣,白血病,6.87,12,28,24.5,6.3,T,M
1991,男,台東縣,白血病,2.28,4,31,22,2.84,U,M
1991,女,台閩地區,白血病,2.76,255,35.78,34,2.56,V,F
1991,女,台北市,白血病,3.55,43,33.93,35,3.19,B,F
1991,女,台中市,白血病,2.24,19,39.11,45,1.89,C,F
1991,女,台南市,白血病,2.69,21,38.19,46,2.52,D,F
1991,女,高雄市,白血病,1.96,22,29.18,31,1.8,E,F
1991,女,基隆市,白血病,3.77,6,43.33,38.5,3.51,F,F
1991,女,新竹市,白血病,2.56,4,26,26,2.52,G,F
1991,女,嘉義市,白血病,4.85,5,40.6,58,3.94,H,F
1991,女,新北市,白血病,3.85,51,33.22,30,3.36,I,F
1991,女,桃園市,白血病,3.05,19,30.53,27,2.87,J,F
1991,女,新竹縣,白血病,4.52,7,41.14,40,3.9,K,F
1991,女,宜蘭縣,白血病,3.42,7,30.71,38,3.21,L,F
1991,女,苗栗縣,白血病,1.87,4,61,60.5,1.52,M,F
1991,女,彰化縣,白血病,2.52,15,42.67,50,2.48,N,F
1991,女,南投縣,白血病,1.96,5,45.2,34,1.94,O,F
1991,女,雲林縣,白血病,2.58,10,51.7,63,2.78,P,F
1991,女,嘉義縣,白血病,1.26,4,46.25,45,1.52,Q,F
1991,女,屏東縣,白血病,1.1,5,27.4,27,1.17,R,F
1991,女,花蓮縣,白血病,2.63,4,25.75,26.5,2.46,T,F
1991,女,台東縣,白血病,3.71,4,20.25,15.5,3.47,U,F
1992,男,台閩地區,白血病,3.6,366,39.63,38,3.41,V,M
1992,男,台北市,白血病,3.9,51,43.04,42,3.76,B,M
1992,男,台中市,白血病,1.93,21,29.48,27,1.95,C,M
1992,男,台南市,白血病,3.58,32,43.94,53.5,3.56,D,M
1992,男,高雄市,白血病,3.26,36,39.39,35,2.73,E,M
1992,男,基隆市,白血病,6.02,11,55.55,58,5.91,F,M
1992,男,新竹市,白血病,4.66,7,28.71,14,4.07,G,M
1992,男,嘉義市,白血病,0.88,1,59,59,0.76,H,M
1992,男,新北市,白血病,4.71,71,33.07,29,4.39,I,M
1992,男,桃園市,白血病,3.31,24,46,54,3.25,J,M
1992,男,新竹縣,白血病,3.05,6,55.17,55,2.95,K,M
1992,男,宜蘭縣,白血病,7.12,18,44.11,48,7.59,L,M
1992,男,苗栗縣,白血病,2.06,6,24.5,13,2.07,M,M
1992,男,彰化縣,白血病,3.4,20,44.9,46.5,3.06,N,M
1992,男,南投縣,白血病,2.31,6,38.5,41.5,2.12,O,M
1992,男,雲林縣,白血病,3.21,11,45.91,39,2.78,P,M
1992,男,嘉義縣,白血病,3.73,11,41.09,41,3.76,Q,M
1992,男,屏東縣,白血病,4.09,20,33.75,19.5,4.23,R,M
1992,男,澎湖縣,白血病,6.72,3,29.33,26,5.93,S,M
1992,男,花蓮縣,白血病,3.16,7,45.29,50,3.66,T,M
1992,男,台東縣,白血病,2.7,3,33,42,2.14,U,M
1992,男,金門縣,白血病,3.69,1,7,7,4.35,,M
1992,女,台閩地區,白血病,3.06,288,36.93,37,2.86,V,F
1992,女,台北市,白血病,3.95,47,39.32,43,3.51,B,F
1992,女,台中市,白血病,1.96,18,42.11,41,1.74,C,F
1992,女,台南市,白血病,3.1,25,39.52,44,2.97,D,F
1992,女,高雄市,白血病,3,33,31.52,31,2.67,E,F
1992,女,基隆市,白血病,1.43,3,31.67,35,1.73,F,F
1992,女,新竹市,白血病,1.43,2,49,49,1.25,G,F
1992,女,嘉義市,白血病,2.89,3,22.33,4,2.36,H,F
1992,女,新北市,白血病,3.87,54,33.33,33,3.49,I,F
1992,女,桃園市,白血病,3.93,25,34.24,35,3.69,J,F
1992,女,新竹縣,白血病,4.29,7,68.57,75,3.84,K,F
1992,女,宜蘭縣,白血病,2.72,6,29.33,11.5,2.73,L,F
1992,女,苗栗縣,白血病,2.2,6,23.67,14.5,2.28,M,F
1992,女,彰化縣,白血病,1.34,8,41.63,44.5,1.31,N,F
1992,女,南投縣,白血病,5.64,14,37.86,38,5.41,O,F
1992,女,雲林縣,白血病,1.38,5,50.6,53,1.39,P,F
1992,女,嘉義縣,白血病,3.84,11,49.91,56,4.17,Q,F
1992,女,屏東縣,白血病,3.09,11,32.18,13,2.56,R,F
1992,女,澎湖縣,白血病,2.33,1,31,31,2.25,S,F
1992,女,花蓮縣,白血病,4.07,6,27.83,25.5,3.66,T,F
1992,女,台東縣,白血病,1.76,2,11.5,11.5,1.73,U,F
1993,男,台閩地區,白血病,4.15,429,40.13,40,3.96,V,M
1993,男,台北市,白血病,5.44,73,43.16,42,5.48,B,M
1993,男,台中市,白血病,3.72,37,39.57,39,3.34,C,M
1993,男,台南市,白血病,3.99,36,36.72,35.5,3.96,D,M
1993,男,高雄市,白血病,4.4,57,39.23,39,4.3,E,M
1993,男,基隆市,白血病,4.79,8,46.13,55.5,4.26,F,M
1993,男,新竹市,白血病,2.73,5,50.2,62,2.88,G,M
1993,男,嘉義市,白血病,3.86,5,17.4,13,3.81,H,M
1993,男,新北市,白血病,4.32,60,41.27,47.5,3.65,I,M
1993,男,桃園市,白血病,5.71,42,30.69,23,5.57,J,M
1993,男,新竹縣,白血病,3.39,8,45.63,37.5,3.86,K,M
1993,男,宜蘭縣,白血病,2.57,6,38.83,35,2.5,L,M
1993,男,苗栗縣,白血病,2.67,8,28.63,21,2.74,M,M
1993,男,彰化縣,白血病,3.55,20,47.35,50.5,3.03,N,M
1993,男,南投縣,白血病,2.84,9,37,31.5,3.16,O,M
1993,男,雲林縣,白血病,4.66,18,50.06,59.5,4.54,P,M
1993,男,嘉義縣,白血病,3.06,9,39.22,44,3.04,Q,M
1993,男,屏東縣,白血病,3.71,17,40.24,44,3.58,R,M
1993,男,澎湖縣,白血病,4.59,2,37.5,37.5,3.94,S,M
1993,男,花蓮縣,白血病,2.13,4,38.75,45,2.08,T,M
1993,男,台東縣,白血病,0.59,1,77,77,0.72,U,M
1993,男,金門縣,白血病,10.03,2,36,36,8.33,,M
1993,女,台閩地區,白血病,3.04,289,38.78,39,2.84,V,F
1993,女,台北市,白血病,4.05,48,44.67,49,3.63,B,F
1993,女,台中市,白血病,1.8,19,38.17,31.5,1.79,C,F
1993,女,台南市,白血病,3.2,25,39,46,2.94,D,F
1993,女,高雄市,白血病,2.31,27,38.44,38,2.17,E,F
1993,女,基隆市,白血病,1.77,3,33,30,1.71,F,F
1993,女,新竹市,白血病,2.13,3,41.33,38,1.85,G,F
1993,女,嘉義市,白血病,4.76,6,34.33,39,4.72,H,F
1993,女,新北市,白血病,3.81,52,35.79,34,3.29,I,F
1993,女,桃園市,白血病,2.45,16,30.56,29.5,2.31,J,F
1993,女,新竹縣,白血病,2.09,4,6.75,5.5,2.15,K,F
1993,女,宜蘭縣,白血病,2.63,6,32.67,34.5,2.7,L,F
1993,女,苗栗縣,白血病,1.87,5,55,56,1.89,M,F
1993,女,彰化縣,白血病,3.49,20,37.25,38.5,3.26,N,F
1993,女,南投縣,白血病,1.13,3,50,58,1.15,O,F
1993,女,雲林縣,白血病,3.45,13,45.85,55,3.62,P,F
1993,女,嘉義縣,白血病,4.44,13,41.62,50,4.87,Q,F
1993,女,屏東縣,白血病,4.81,20,40.25,35,4.63,R,F
1993,女,澎湖縣,白血病,2.96,1,2,2,2.24,S,F
1993,女,花蓮縣,白血病,2.51,4,40,33,2.42,T,F
1993,女,台東縣,白血病,0.97,1,50,50,0.86,U,F
1994,男,台閩地區,白血病,4.24,446,40.75,39,4.09,V,M
1994,男,台北市,白血病,5.07,66,50.02,55.5,4.96,B,M
1994,男,台中市,白血病,2.74,29,40.69,42,2.57,C,M
1994,男,台南市,白血病,5.51,50,39.3,36.5,5.48,D,M
1994,男,高雄市,白血病,4.17,52,35.29,33,3.89,E,M
1994,男,基隆市,白血病,3.93,7,58.86,54,3.71,F,M
1994,男,新竹市,白血病,5.97,11,42.55,38,6.31,G,M
1994,男,嘉義市,白血病,3.04,4,33.75,32.5,3.03,H,M
1994,男,新北市,白血病,4.61,73,35.63,33,4.4,I,M
1994,男,桃園市,白血病,5.17,41,36.9,28,5.32,J,M
1994,男,新竹縣,白血病,4.54,10,40,36.5,4.73,K,M
1994,男,宜蘭縣,白血病,6.07,15,26.47,16,6.23,L,M
1994,男,苗栗縣,白血病,1.62,5,49.4,53,1.7,M,M
1994,男,彰化縣,白血病,3.61,23,36.7,26,3.46,N,M
1994,男,南投縣,白血病,5.51,15,52.6,57,5.25,O,M
1994,男,雲林縣,白血病,3.38,13,49.92,51,3.28,P,M
1994,男,嘉義縣,白血病,3.27,10,47.4,44.5,3.36,Q,M
1994,男,屏東縣,白血病,2.65,12,37.33,33,2.52,R,M
1994,男,花蓮縣,白血病,3.29,7,49,62,3.65,T,M
1994,男,台東縣,白血病,1.6,3,58.33,71,2.17,U,M
1994,女,台閩地區,白血病,3.28,319,36.31,34.5,3.11,V,F
1994,女,台北市,白血病,2.88,36,40.22,36,2.72,B,F
1994,女,台中市,白血病,2.91,30,32.13,31.5,2.77,C,F
1994,女,台南市,白血病,3.88,33,42.41,41,3.84,D,F
1994,女,高雄市,白血病,2.84,33,34.61,32,2.62,E,F
1994,女,基隆市,白血病,4.33,7,38.29,50,3.98,F,F
1994,女,新竹市,白血病,3.55,5,60.8,65,3.05,G,F
1994,女,嘉義市,白血病,0.92,1,81,81,0.78,H,F
1994,女,新北市,白血病,4.53,66,29.2,30.5,4.13,I,F
1994,女,桃園市,白血病,3.17,20,38.2,28.5,2.81,J,F
1994,女,新竹縣,白血病,3.34,6,64.17,73,3.16,K,F
1994,女,宜蘭縣,白血病,2.23,5,13.6,16,2.24,L,F
1994,女,苗栗縣,白血病,3.27,9,41.56,57,3.4,M,F
1994,女,彰化縣,白血病,4.57,26,32.69,37.5,4.21,N,F
1994,女,南投縣,白血病,2.24,6,51,63.5,2.3,O,F
